dni,asesor,area,sede,fecha_ingreso,estado_trabajador,anio,mes,periodo,aprobacion_inmediata_pct,horas_conexion_acumulado,horas_conexion_pct,tmo_minutos,nps_pct,calidad_pct,tipificacion_crm_pct,nota_examen,atendidas,reg_crm,nc_aprobacion,nc_horas_conexion,nc_tmo,nc_nps,nc_calidad,nc_tipificacion,alerta_aprobacion,alerta_horas_conexion,alerta_tmo,alerta_nps,alerta_calidad,alerta_tipificacion,score_final,semaforo_actual,tmo_original_bronze,semaforo_mes_siguiente,score_mes_siguiente,periodo_siguiente
40107223,María Rodríguez Morales,Gestión de Reportes,Los Olivos,2021-08-03,Cesado,2026,01,2026-01,55.0,166.4557142857143,80.37928571428571,6.193888888888889,76.7,77.23529411764706,88.19047619047619,13.588235294117647,20435.0,18029.0,150.0,0.0,0.0,150.0,36.18,81.9,Adecuado,Crítico,Crítico,Adecuado,Crítico,Por mejorar,69.74,Rojo,6.87,Rojo,64.1,2026-02
40107223,María Rodríguez Morales,Gestión de Reportes,Los Olivos,2021-08-03,Cesado,2026,02,2026-02,50.0,146.724375,79.7075,5.826470588235294,77.98,76.5,85.0,12.75,17203.0,14719.0,100.0,0.0,17.35,150.0,32.5,50.0,Adecuado,Crítico,Crítico,Adecuado,Crítico,Crítico,64.1,Rojo,6.91,Rojo,37.3,2026-03
40107223,María Rodríguez Morales,Gestión de Reportes,Los Olivos,2021-08-03,Cesado,2026,03,2026-03,55.0,167.54684210526315,80.90473684210527,6.092222222222222,62.02,79.17647058823529,87.53333333333333,14.058823529411764,14525.0,12597.0,150.0,0.0,0.0,13.2,45.88,75.33,Adecuado,Crítico,Crítico,Crítico,Crítico,Por mejorar,37.3,Rojo,6.99,Rojo,51.08,2026-04
40322909,Lucía Reyes Salazar,Gestión de Reportes,Ate,2022-12-11,Activo,2024,01,2024-01,50.0,194.8625,94.09571428571428,5.973214285714286,76.94,73.85714285714286,89.21428571428571,13.75,27667.0,24565.0,100.0,81.91,2.68,150.0,19.29,92.14,Adecuado,Por mejorar,Crítico,Adecuado,Crítico,Por mejorar,70.26,Ámbar,6.93,Ámbar,77.25,2024-02
40322909,Lucía Reyes Salazar,Gestión de Reportes,Ate,2022-12-11,Activo,2024,02,2024-02,55.0,183.37821428571428,95.63357142857143,6.02,72.34,81.21428571428571,88.5,14.464285714285714,25500.0,22816.0,150.0,106.34,0.0,116.4,56.07,85.0,Adecuado,Adecuado,Crítico,Adecuado,Crítico,Por mejorar,77.25,Ámbar,6.98,Ámbar,81.27,2024-03
40322909,Lucía Reyes Salazar,Gestión de Reportes,Ate,2022-12-11,Activo,2024,03,2024-03,55.0,197.82357142857143,95.52464285714285,6.085,77.88,77.14285714285714,89.32142857142857,13.642857142857142,26525.0,23666.0,150.0,105.25,0.0,150.0,35.71,93.21,Adecuado,Adecuado,Crítico,Adecuado,Crítico,Por mejorar,81.27,Ámbar,6.98,Ámbar,87.55,2024-04
40322909,Lucía Reyes Salazar,Gestión de Reportes,Ate,2022-12-11,Activo,2024,04,2024-04,55.0,190.43392857142857,95.49321428571429,6.093214285714286,75.59,83.46428571428571,88.0,14.892857142857142,25679.0,22540.0,150.0,104.93,0.0,148.9,67.32,80.0,Adecuado,Adecuado,Crítico,Adecuado,Crítico,Por mejorar,87.55,Ámbar,6.92,Rojo,48.07,2024-05
40322909,Lucía Reyes Salazar,Gestión de Reportes,Ate,2022-12-11,Activo,2024,05,2024-05,50.0,197.215,95.23178571428572,6.068928571428572,61.94,81.82142857142857,89.96428571428571,15.071428571428571,28323.0,25555.0,100.0,102.32,0.0,12.4,59.11,99.64,Adecuado,Adecuado,Crítico,Crítico,Crítico,Por mejorar,48.07,Rojo,6.88,Ámbar,83.38,2024-06
40322909,Lucía Reyes Salazar,Gestión de Reportes,Ate,2022-12-11,Activo,2024,06,2024-06,50.0,188.93571428571428,94.74142857142857,5.910714285714286,76.95,84.57142857142857,86.39285714285714,15.5,26969.0,23301.0,100.0,94.83,8.93,150.0,72.86,63.93,Adecuado,Por mejorar,Crítico,Adecuado,Por mejorar,Crítico,83.38,Ámbar,6.98,Ámbar,76.87,2024-07
40322909,Lucía Reyes Salazar,Gestión de Reportes,Ate,2022-12-11,Activo,2024,07,2024-07,55.0,194.68,94.00857142857143,5.793928571428571,78.94,76.35714285714286,84.28571428571429,14.0,26569.0,22492.0,150.0,80.17,20.61,150.0,31.79,42.86,Adecuado,Por mejorar,Crítico,Adecuado,Crítico,Crítico,76.87,Ámbar,6.89,Rojo,69.5,2024-08
40322909,Lucía Reyes Salazar,Gestión de Reportes,Ate,2022-12-11,Activo,2024,08,2024-08,45.0,197.72892857142858,95.48,6.034642857142857,77.52,81.5,87.14285714285714,14.821428571428571,28217.0,24643.0,0.0,104.8,0.0,150.0,57.5,71.43,Crítico,Adecuado,Crítico,Adecuado,Crítico,Por mejorar,69.5,Rojo,6.99,Rojo,34.42,2024-09
40322909,Lucía Reyes Salazar,Gestión de Reportes,Ate,2022-12-11,Activo,2024,09,2024-09,45.0,188.085,94.31464285714286,5.848214285714286,61.46,78.57142857142857,90.28571428571429,14.0,26600.0,23960.0,0.0,86.29,15.18,7.6,42.86,101.43,Crítico,Por mejorar,Crítico,Crítico,Crítico,Adecuado,34.42,Rojo,6.99,Ámbar,85.14,2024-10
40322909,Lucía Reyes Salazar,Gestión de Reportes,Ate,2022-12-11,Activo,2024,10,2024-10,55.0,195.48928571428573,94.39785714285715,5.723571428571429,77.82,78.53571428571429,87.64285714285714,14.642857142857142,25889.0,22545.0,150.0,87.96,27.64,150.0,42.68,76.43,Adecuado,Por mejorar,Crítico,Adecuado,Crítico,Por mejorar,85.14,Ámbar,6.92,Ámbar,80.31,2024-11
40322909,Lucía Reyes Salazar,Gestión de Reportes,Ate,2022-12-11,Activo,2024,11,2024-11,50.0,190.68678571428572,95.62035714285715,5.768928571428571,72.67,84.0,87.64285714285714,15.321428571428571,25663.0,22434.0,100.0,106.2,23.11,119.7,70.0,76.43,Adecuado,Adecuado,Crítico,Adecuado,Por mejorar,Por mejorar,80.31,Ámbar,6.76,Rojo,47.45,2024-12
40322909,Lucía Reyes Salazar,Gestión de Reportes,Ate,2022-12-11,Activo,2024,12,2024-12,45.0,196.93214285714285,95.09428571428572,5.982142857142857,68.91,79.17857142857143,85.0,14.928571428571429,24982.0,21529.0,0.0,100.94,1.79,82.1,45.89,50.0,Crítico,Adecuado,Crítico,Por mejorar,Crítico,Crítico,47.45,Rojo,6.97,Rojo,56.65,2025-01
40322909,Lucía Reyes Salazar,Gestión de Reportes,Ate,2022-12-11,Activo,2025,01,2025-01,50.0,196.77678571428572,95.02,6.027857142857143,67.3,78.0,90.25,13.535714285714286,25641.0,23198.0,100.0,100.2,0.0,66.0,40.0,101.25,Adecuado,Adecuado,Crítico,Crítico,Crítico,Adecuado,56.65,Rojo,6.99,Rojo,62.76,2025-02
40322909,Lucía Reyes Salazar,Gestión de Reportes,Ate,2022-12-11,Activo,2025,02,2025-02,45.0,176.02107142857142,95.62214285714286,5.862857142857143,75.07,75.75,86.28571428571429,13.392857142857142,27661.0,23924.0,0.0,106.22,13.71,143.7,28.75,62.86,Crítico,Adecuado,Crítico,Adecuado,Crítico,Crítico,62.76,Rojo,6.92,Rojo,52.57,2025-03
40322909,Lucía Reyes Salazar,Gestión de Reportes,Ate,2022-12-11,Activo,2025,03,2025-03,45.0,195.83607142857142,94.56607142857143,5.909642857142857,67.12,85.17857142857143,86.60714285714286,15.821428571428571,28140.0,24292.0,0.0,91.32,9.04,64.2,75.89,66.07,Crítico,Por mejorar,Crítico,Crítico,Por mejorar,Crítico,52.57,Rojo,6.87,Rojo,64.4,2025-04
40322909,Lucía Reyes Salazar,Gestión de Reportes,Ate,2022-12-11,Activo,2025,04,2025-04,50.0,188.75142857142856,94.64964285714285,5.864285714285714,68.69,79.85714285714286,90.17857142857143,14.071428571428571,26952.0,24222.0,100.0,92.99,13.57,79.9,49.29,100.89,Adecuado,Por mejorar,Crítico,Por mejorar,Crítico,Adecuado,64.4,Rojo,6.99,Rojo,66.87,2025-05
40322909,Lucía Reyes Salazar,Gestión de Reportes,Ate,2022-12-11,Activo,2025,05,2025-05,50.0,196.18357142857144,94.73428571428572,5.678214285714286,69.69,79.25,86.92857142857143,14.107142857142858,26947.0,23351.0,100.0,94.69,32.18,89.9,46.25,69.29,Adecuado,Por mejorar,Crítico,Por mejorar,Crítico,Crítico,66.87,Rojo,6.76,Rojo,44.99,2025-06
40322909,Lucía Reyes Salazar,Gestión de Reportes,Ate,2022-12-11,Activo,2025,06,2025-06,55.0,189.84392857142856,95.19821428571429,5.840714285714285,60.76,79.10714285714286,85.07142857142857,14.785714285714286,26955.0,22929.0,150.0,101.98,15.93,0.6,45.54,50.71,Adecuado,Adecuado,Crítico,Crítico,Crítico,Crítico,44.99,Rojo,6.97,Ámbar,72.59,2025-07
40322909,Lucía Reyes Salazar,Gestión de Reportes,Ate,2022-12-11,Activo,2025,07,2025-07,50.0,196.5275,94.90035714285715,6.0125,76.96,77.85714285714286,85.46428571428571,14.607142857142858,26956.0,23096.0,100.0,98.01,0.0,150.0,39.29,54.64,Adecuado,Por mejorar,Crítico,Adecuado,Crítico,Crítico,72.59,Ámbar,6.93,Rojo,56.58,2025-08
40322909,Lucía Reyes Salazar,Gestión de Reportes,Ate,2022-12-11,Activo,2025,08,2025-08,55.0,199.53821428571428,96.35392857142857,6.148214285714285,61.87,84.60714285714286,89.03571428571429,15.285714285714286,27343.0,24242.0,150.0,113.54,0.0,11.7,73.04,90.36,Adecuado,Adecuado,Crítico,Crítico,Por mejorar,Por mejorar,56.58,Rojo,7.0,Rojo,51.95,2025-09
40322909,Lucía Reyes Salazar,Gestión de Reportes,Ate,2022-12-11,Activo,2025,09,2025-09,45.0,192.70357142857142,96.6325,5.987857142857143,68.55,78.21428571428571,90.35714285714286,14.464285714285714,27751.0,24976.0,0.0,116.33,1.21,78.5,41.07,101.79,Crítico,Adecuado,Crítico,Por mejorar,Crítico,Adecuado,51.95,Rojo,6.98,Rojo,48.02,2025-10
40322909,Lucía Reyes Salazar,Gestión de Reportes,Ate,2022-12-11,Activo,2025,10,2025-10,45.0,195.81035714285716,94.55321428571429,6.011071428571428,67.83,80.07142857142857,88.5,14.821428571428571,26208.0,23189.0,0.0,91.06,0.0,71.3,50.36,85.0,Crítico,Por mejorar,Crítico,Por mejorar,Crítico,Por mejorar,48.02,Rojo,6.99,Ámbar,72.72,2025-11
40322909,Lucía Reyes Salazar,Gestión de Reportes,Ate,2022-12-11,Activo,2025,11,2025-11,50.0,189.0175,94.78357142857143,5.945,73.9,77.35714285714286,89.85714285714286,13.964285714285714,28158.0,25203.0,100.0,95.67,5.5,132.0,36.79,98.57,Adecuado,Por mejorar,Crítico,Adecuado,Crítico,Por mejorar,72.72,Ámbar,6.89,Rojo,67.46,2025-12
40322909,Lucía Reyes Salazar,Gestión de Reportes,Ate,2022-12-11,Activo,2025,12,2025-12,50.0,196.47142857142856,94.87285714285714,5.869285714285715,77.5,71.53571428571429,85.67857142857143,12.714285714285714,26023.0,22134.0,100.0,97.46,13.07,150.0,7.68,56.79,Adecuado,Por mejorar,Crítico,Adecuado,Crítico,Crítico,67.46,Rojo,6.84,Rojo,65.96,2026-01
40322909,Lucía Reyes Salazar,Gestión de Reportes,Ate,2022-12-11,Activo,2026,01,2026-01,45.0,194.85107142857143,94.09035714285714,6.006428571428572,76.7,80.10714285714286,87.64285714285714,15.071428571428571,25791.0,22536.0,0.0,81.81,0.0,150.0,50.54,76.43,Crítico,Por mejorar,Crítico,Adecuado,Crítico,Por mejorar,65.96,Rojo,7.0,Ámbar,76.81,2026-02
40322909,Lucía Reyes Salazar,Gestión de Reportes,Ate,2022-12-11,Activo,2026,02,2026-02,45.0,175.16857142857143,95.15928571428572,5.819642857142857,77.98,82.60714285714286,89.78571428571429,15.392857142857142,24934.0,22382.0,0.0,101.59,18.04,150.0,63.04,97.86,Crítico,Adecuado,Crítico,Adecuado,Crítico,Por mejorar,76.81,Ámbar,6.84,Rojo,48.19,2026-03
40322909,Lucía Reyes Salazar,Gestión de Reportes,Ate,2022-12-11,Activo,2026,03,2026-03,55.0,195.22,94.26857142857143,6.188571428571429,62.02,82.28571428571429,86.0,15.142857142857142,26894.0,23166.0,150.0,85.37,0.0,13.2,61.43,60.0,Adecuado,Por mejorar,Crítico,Crítico,Crítico,Crítico,48.19,Rojo,6.97,Rojo,43.98,2026-04
40375986,Rosa Torres Cabrera,Atención Operativa,Ate,2021-01-17,Activo,2024,01,2024-01,50.0,199.48464285714286,96.32785714285714,6.136428571428572,76.94,76.28571428571429,89.57142857142857,13.392857142857142,27950.0,24978.0,100.0,113.28,0.0,150.0,31.43,95.71,Adecuado,Adecuado,Crítico,Adecuado,Crítico,Por mejorar,76.26,Ámbar,6.94,Rojo,69.17,2024-02
40375986,Rosa Torres Cabrera,Atención Operativa,Ate,2021-01-17,Activo,2024,02,2024-02,50.0,182.18178571428572,95.01071428571429,5.964285714285714,72.34,81.53571428571429,84.92857142857143,15.178571428571429,27206.0,23014.0,100.0,100.11,3.57,116.4,57.68,49.29,Adecuado,Adecuado,Crítico,Adecuado,Crítico,Crítico,69.17,Rojo,6.82,Ámbar,89.11,2024-03
40375986,Rosa Torres Cabrera,Atención Operativa,Ate,2021-01-17,Activo,2024,03,2024-03,55.0,196.12857142857143,94.70785714285714,5.856428571428571,77.88,82.42857142857143,88.78571428571429,15.071428571428571,24932.0,22063.0,150.0,94.16,14.36,150.0,62.14,87.86,Adecuado,Por mejorar,Crítico,Adecuado,Crítico,Por mejorar,89.11,Ámbar,6.86,Ámbar,70.07,2024-04
40375986,Rosa Torres Cabrera,Atención Operativa,Ate,2021-01-17,Activo,2024,04,2024-04,50.0,188.15892857142856,94.3525,5.991071428571429,75.59,76.14285714285714,86.28571428571429,13.428571428571429,26613.0,22857.0,100.0,87.05,0.89,148.9,30.71,62.86,Adecuado,Por mejorar,Crítico,Adecuado,Crítico,Crítico,70.07,Ámbar,6.87,Rojo,32.29,2024-05
40375986,Rosa Torres Cabrera,Atención Operativa,Ate,2021-01-17,Activo,2024,05,2024-05,45.0,197.85785714285714,95.54214285714286,6.007142857142857,61.94,80.32142857142857,85.75,14.821428571428571,25434.0,21785.0,0.0,105.42,0.0,12.4,51.61,57.5,Crítico,Adecuado,Crítico,Crítico,Crítico,Crítico,32.29,Rojo,6.97,Ámbar,84.19,2024-06
40375986,Rosa Torres Cabrera,Atención Operativa,Ate,2021-01-17,Activo,2024,06,2024-06,55.0,188.70964285714285,94.62857142857143,6.1375,76.95,81.71428571428571,87.78571428571429,15.25,24578.0,21568.0,150.0,92.57,0.0,150.0,58.57,77.86,Adecuado,Por mejorar,Crítico,Adecuado,Crítico,Por mejorar,84.19,Ámbar,7.0,Ámbar,88.37,2024-07
40375986,Rosa Torres Cabrera,Atención Operativa,Ate,2021-01-17,Activo,2024,07,2024-07,55.0,195.20928571428573,94.26214285714286,5.744285714285715,78.94,81.92857142857143,87.32142857142857,15.285714285714286,26726.0,23319.0,150.0,85.24,25.57,150.0,59.64,73.21,Adecuado,Por mejorar,Crítico,Adecuado,Crítico,Por mejorar,88.37,Ámbar,6.85,Ámbar,79.76,2024-08
40375986,Rosa Torres Cabrera,Atención Operativa,Ate,2021-01-17,Activo,2024,08,2024-08,50.0,196.9975,95.12642857142858,5.847142857142857,77.52,79.85714285714286,86.75,15.285714285714286,27216.0,23475.0,100.0,101.26,15.29,150.0,49.29,67.5,Adecuado,Adecuado,Crítico,Adecuado,Crítico,Crítico,79.76,Ámbar,6.93,Rojo,28.96,2024-09
40375986,Rosa Torres Cabrera,Atención Operativa,Ate,2021-01-17,Activo,2024,09,2024-09,45.0,191.01857142857142,95.78678571428571,6.117142857142857,61.46,78.5,85.64285714285714,14.178571428571429,26373.0,22542.0,0.0,107.87,0.0,7.6,42.5,56.43,Crítico,Adecuado,Crítico,Crítico,Crítico,Crítico,28.96,Rojo,6.84,Ámbar,76.05,2024-10
40375986,Rosa Torres Cabrera,Atención Operativa,Ate,2021-01-17,Activo,2024,10,2024-10,45.0,196.07107142857143,94.67821428571429,5.723571428571429,77.82,80.35714285714286,91.42857142857143,14.821428571428571,27551.0,25107.0,0.0,93.56,27.64,150.0,51.79,107.14,Crítico,Por mejorar,Crítico,Adecuado,Crítico,Adecuado,76.05,Ámbar,6.95,Ámbar,70.26,2024-11
40375986,Rosa Torres Cabrera,Atención Operativa,Ate,2021-01-17,Activo,2024,11,2024-11,50.0,189.4307142857143,94.99071428571429,6.071785714285714,72.67,79.71428571428571,88.21428571428571,14.178571428571429,25763.0,22663.0,100.0,99.81,0.0,119.7,48.57,82.14,Adecuado,Por mejorar,Crítico,Adecuado,Crítico,Por mejorar,70.26,Ámbar,6.78,Rojo,51.52,2024-12
40375986,Rosa Torres Cabrera,Atención Operativa,Ate,2021-01-17,Activo,2024,12,2024-12,45.0,197.65428571428572,95.44428571428571,5.846071428571428,68.91,77.32142857142857,88.32142857142857,14.107142857142858,25591.0,22682.0,0.0,104.44,15.39,82.1,36.61,83.21,Crítico,Adecuado,Crítico,Por mejorar,Crítico,Por mejorar,51.52,Rojo,6.95,Rojo,58.11,2025-01
40375986,Rosa Torres Cabrera,Atención Operativa,Ate,2021-01-17,Activo,2025,01,2025-01,55.0,195.36928571428572,94.34142857142857,5.867857142857143,67.3,78.0,85.28571428571429,14.464285714285714,27068.0,23030.0,150.0,86.83,13.21,66.0,40.0,52.86,Adecuado,Por mejorar,Crítico,Crítico,Crítico,Crítico,58.11,Rojo,6.96,Rojo,66.71,2025-02
